taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2498035	Anser indicus (Latham, 1790)	2498035	Anser indicus (Latham, 1790)	74	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anser	2498016	Anser indicus	2498035	LC
8214667	Anas crecca Linnaeus, 1758	8214667	Anas crecca Linnaeus, 1758	244	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas crecca	8214667	LC
2474393	Fulica americana Gmelin, 1789	2474393	Fulica americana Gmelin, 1789	6319	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Fulica	2474376	Fulica americana	2474393	LC
2408252	Trinectes maculatus (Bloch & Schneider, 1801)	2408252	Trinectes maculatus (Bloch & Schneider, 1801)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Pleuronectiformes	588	Achiridae	5081	Trinectes	2408245	Trinectes maculatus	2408252	LC
5224691	Leiocephalus carinatus Gray, 1827	5224691	Leiocephalus carinatus Gray, 1827	52	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Leiocephalidae	7408068	Leiocephalus	2449813	Leiocephalus carinatus	5224691	LC
9391215	Lampropeltis Fitzinger, 1843	9391215	Lampropeltis Fitzinger, 1843	2	GENUS	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Lampropeltis	9391215			NE
2348164	Jordanella floridae Goode & Bean, 1879	2348164	Jordanella floridae Goode & Bean, 1879	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cyprinodontiformes	547	Cyprinodontidae	7656	Jordanella	2348163	Jordanella floridae	2348164	NE
2428083	Osteopilus septentrionalis (Duméril & Bibron, 1841)	2428083	Osteopilus septentrionalis (Duméril & Bibron, 1841)	251	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Osteopilus	2428077	Osteopilus septentrionalis	2428083	LC
5203634	Fundulus similis (Baird & Girard, 1853)	5203634	Fundulus similis (Baird & Girard, 1853)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cyprinodontiformes	547	Fundulidae	3695	Fundulus	2347676	Fundulus similis	5203634	LC
8583926	Anolis equestris Merrem, 1820	8583926	Anolis equestris Merrem, 1820	107	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Dactyloidae	8345926	Anolis	8782549	Anolis equestris	8583926	LC
2434831	Spilogale putorius (Linnaeus, 1758)	2434831	Spilogale putorius (Linnaeus, 1758)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Mephitidae	9679	Spilogale	2434820	Spilogale putorius	2434831	VU
5208565	Euthynnus alletteratus (Rafinesque, 1810)	5208565	Euthynnus alletteratus (Rafinesque, 1810)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Scombridae	8596	Euthynnus	5208560	Euthynnus alletteratus	5208565	LC
9666112	Tantilla relicta relicta	9666112	Tantilla relicta relicta	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Tantilla	2456378	Tantilla relicta	2456472	
2350013	Mollienesia latipinna Lesueur, 1821	5203752	Poecilia latipinna (Lesueur, 1821)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44			Cyprinodontiformes	547	Poeciliidae	7659	Poecilia	2347767	Poecilia latipinna	5203752	LC
6065965	Tringa semipalmata inornata (Brewster, 1887)	6065965	Tringa semipalmata inornata (Brewster, 1887)	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa semipalmata	5789298	
7677037	Prionotus scitulus Jordan & Gilbert, 1882	7677037	Prionotus scitulus Jordan & Gilbert, 1882	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Scorpaeniformes	590	Triglidae	8635	Prionotus	2336541	Prionotus scitulus	7677037	LC
2341016	Noturus gyrinus (Mitchill, 1817)	2341016	Noturus gyrinus (Mitchill, 1817)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Ictaluridae	5153	Noturus	2341007	Noturus gyrinus	2341016	LC
2491205	Pipilo erythrophthalmus (Linnaeus, 1758)	2491205	Pipilo erythrophthalmus (Linnaeus, 1758)	662	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Pipilo	2491204	Pipilo erythrophthalmus	2491205	LC
2498155	Mareca americana (J.F.Gmelin, 1789)	2498155	Mareca americana (J.F.Gmelin, 1789)	314	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Mareca	2498314	Mareca americana	2498155	LC
4285694	Oreochromis niloticus (Linnaeus, 1758)	4285694	Oreochromis niloticus (Linnaeus, 1758)	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Cichlidae	8522	Oreochromis	2372271	Oreochromis niloticus	4285694	LC
9066541	Hemidactylus garnotii Duméril & Bibron, 1836	9066541	Hemidactylus garnotii Duméril & Bibron, 1836	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Gekkonidae	5666	Hemidactylus	5221394	Hemidactylus garnotii	9066541	LC
2349291	Kryptolebias marmoratus (Poey, 1880)	2349291	Kryptolebias marmoratus (Poey, 1880)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cyprinodontiformes	547	Rivulidae	3696	Kryptolebias	2349288	Kryptolebias marmoratus	2349291	LC
6065818	Chroicocephalus philadelphia (Ord, 1815)	6065818	Chroicocephalus philadelphia (Ord, 1815)	134	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Chroicocephalus	4848452	Chroicocephalus philadelphia	6065818	NE
5208922	Gobiosoma macrodon Beebe & Tee-Van, 1928	7646160	Tigrigobius macrodon (Beebe & Tee-Van, 1928)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44			Perciformes	587	Gobiidae	4274	Tigrigobius	7259244	Tigrigobius macrodon	7646160	LC
9606290	Meleagris gallopavo Linnaeus, 1758	9606290	Meleagris gallopavo Linnaeus, 1758	303	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Meleagris	2473548	Meleagris gallopavo	9606290	LC
2400093	Menticirrhus americanus (Linnaeus, 1758)	2400093	Menticirrhus americanus (Linnaeus, 1758)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Sciaenidae	5062	Menticirrhus	2400075	Menticirrhus americanus	2400093	LC
2481672	Limnodromus griseus (J.F.Gmelin, 1789)	2481672	Limnodromus griseus (J.F.Gmelin, 1789)	177	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Limnodromus	2481669	Limnodromus griseus	2481672	LC
5203046	Ophidion josephi Girard, 1858	5203046	Ophidion josephi Girard, 1858	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Ophidiiformes	1308	Ophidiidae	8476	Ophidion	2345779	Ophidion josephi	5203046	LC
2435099	Puma concolor (Linnaeus, 1771)	2435099	Puma concolor (Linnaeus, 1771)	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Felidae	9703	Puma	2435098	Puma concolor	2435099	LC
2489871	Protonotaria citrea (Boddaert, 1783)	2489871	Protonotaria citrea (Boddaert, 1783)	207	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Protonotaria	2489870	Protonotaria citrea	2489871	LC
8277073	Alca torda Linnaeus, 1758	8277073	Alca torda Linnaeus, 1758	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Alcidae	2985	Alca	2481308	Alca torda	8277073	LC
2487430	Vireo olivaceus (Linnaeus, 1766)	2487430	Vireo olivaceus (Linnaeus, 1766)	1042	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vireonidae	9358	Vireo	2487406	Vireo olivaceus	2487430	LC
5960988	Platemys platycephala (Schneider, 1792)	5960988	Platemys platycephala (Schneider, 1792)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114			Chelidae	9120	Platemys	2441944	Platemys platycephala	5960988	NE
5789146	Geothlypis tolmiei (J.K.Townsend, 1839)	5789146	Geothlypis tolmiei (J.K.Townsend, 1839)	46	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Geothlypis	2489637	Geothlypis tolmiei	5789146	LC
2427609	Acris Duméril & Bibron, 1841	2427609	Acris Duméril & Bibron, 1841	5	GENUS	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Acris	2427609			NE
4408922	Wilsonia citrina (Boddaert, 1783)	6093374	Setophaga citrina (Boddaert, 1783)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga citrina	6093374	LC
7094883	Himantopus mexicanus mexicanus	7094883	Himantopus mexicanus mexicanus	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Recurvirostridae	4287244	Himantopus	2480217	Himantopus mexicanus	5229128	
9362027	Mareca strepera (Linnaeus, 1758)	9362027	Mareca strepera (Linnaeus, 1758)	148	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Mareca	2498314	Mareca strepera	9362027	LC
2474639	Porzana carolina (Linnaeus, 1758)	2474639	Porzana carolina (Linnaeus, 1758)	269	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Porzana	2474604	Porzana carolina	2474639	LC
2481179	Larus belcheri Vigors, 1829	2481179	Larus belcheri Vigors, 1829	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus belcheri	2481179	LC
2495414	Columba livia J.F.Gmelin, 1789	2495414	Columba livia J.F.Gmelin, 1789	1640	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Columba	2495404	Columba livia	2495414	LC
5228136	Porphyrio martinica (Linnaeus, 1766)	5228136	Porphyrio martinica (Linnaeus, 1766)	390	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Porphyrio	3242186	Porphyrio martinica	5228136	LC
2348017	Floridichthys carpio (Günther, 1866)	2348017	Floridichthys carpio (Günther, 1866)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cyprinodontiformes	547	Cyprinodontidae	7656	Floridichthys	2348012	Floridichthys carpio	2348017	LC
2427554	Hyla gratiosa LeConte, 1856	10740745	Dryophytes gratiosus (LeConte, 1856)	7	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Dryophytes	4816258	Dryophytes gratiosus	10740745	LC
2428139	Limnaoedus ocularis (Bosc & Daudin, 1801)	2428138	Pseudacris ocularis (Holbrook, 1838)	3	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Pseudacris	2428124	Pseudacris ocularis	2428138	NE
2481684	Limosa fedoa (Linnaeus, 1758)	2481684	Limosa fedoa (Linnaeus, 1758)	37	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Limosa	2481679	Limosa fedoa	2481684	LC
2482059	Podiceps auritus (Linnaeus, 1758)	2482059	Podiceps auritus (Linnaeus, 1758)	28	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Podicipediformes	7191588	Podicipedidae	9338	Podiceps	2482049	Podiceps auritus	2482059	VU
2487441	Vireo bellii Audubon, 1844	2487441	Vireo bellii Audubon, 1844	69	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vireonidae	9358	Vireo	2487406	Vireo bellii	2487441	LC
5229935	Icterus spurius (Linnaeus, 1766)	5229935	Icterus spurius (Linnaeus, 1766)	119	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Icterus	2484282	Icterus spurius	5229935	LC
7190592	Diadophis punctatus punctatus	7190592	Diadophis punctatus punctatus	22	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Diadophis	2459508	Diadophis punctatus	8763701	
7340222	Gallinula galeata (Lichtenstein & Mhc, 1818)	5228200	Gallinula chloropus galeata (Lichtenstein, 1818)	14012	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Gallinula	7918617	Gallinula chloropus	5228199	LC
5231190	Passer domesticus (Linnaeus, 1758)	5231190	Passer domesticus (Linnaeus, 1758)	2982	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passeridae	5264	Passer	2492321	Passer domesticus	5231190	LC
6178104	Ardea alba egretta Gmelin, 1789	6178104	Ardea alba egretta Gmelin, 1789	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ardea	2480922	Ardea alba	9752617	
2487453	Vireo flavifrons Vieillot, 1808	2487453	Vireo flavifrons Vieillot, 1808	331	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vireonidae	9358	Vireo	2487406	Vireo flavifrons	2487453	LC
2489129	Progne subis (Linnaeus, 1758)	2489129	Progne subis (Linnaeus, 1758)	2316	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Progne	2489127	Progne subis	2489129	LC
9063016	Peromyscus gossypinus telmaphilus Schwartz, 1952	2437988	Peromyscus gossypinus (Le Conte, 1853)	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Cricetidae	3240723	Peromyscus	2437961	Peromyscus gossypinus	2437988	
2480894	Egretta caerulea (Linnaeus, 1758)	2480894	Egretta caerulea (Linnaeus, 1758)	16734	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Egretta	2480872	Egretta caerulea	2480894	LC
2488484	Piranga ludoviciana (A.Wilson, 1811)	2488484	Piranga ludoviciana (A.Wilson, 1811)	150	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Piranga	2488483	Piranga ludoviciana	2488484	LC
2490821	Catharus ustulatus (Nuttall, 1840)	2490821	Catharus ustulatus (Nuttall, 1840)	270	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Catharus	2490799	Catharus ustulatus	2490821	LC
9195230	Spilotes pullatus (Linnaeus, 1758)	9195230	Spilotes pullatus (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Spilotes	2457193	Spilotes pullatus	9195230	LC
2467218	Anolis distichus Cope, 1861	2467218	Anolis distichus Cope, 1861	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Dactyloidae	8345926	Anolis	8782549	Anolis distichus	2467218	LC
2481721	Tringa flavipes (J.F.Gmelin, 1789)	2481721	Tringa flavipes (J.F.Gmelin, 1789)	934	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa flavipes	2481721	LC
2400202	Bairdiella batabana (Poey, 1860)	2400203	Corvula batabana (Poey, 1860)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44			Perciformes	587	Sciaenidae	5062	Corvula	2399831	Corvula batabana	2400203	LC
2484904	Sitta pusilla Latham, 1790	2484904	Sitta pusilla Latham, 1790	3018	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sittidae	5283	Sitta	2484878	Sitta pusilla	2484904	LC
6179181	Zenaida macroura carolinensis (Linnaeus, 1766)	6179181	Zenaida macroura carolinensis (Linnaeus, 1766)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Zenaida	2495346	Zenaida macroura	2495347	
9568133	Galeidae	9568133	Galeidae	1	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Elasmobranchii	121			Galeidae	9568133					
10211179	Dryobates villosus (Linnaeus, 1766)	9192501	Leuconotopicus villosus (Linnaeus, 1766)	317	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Leuconotopicus	4845041	Leuconotopicus villosus	9192501	NE
212	Aves	212	Aves	3	CLASS	ACCEPTED	Animalia	1	Chordata	44	Aves	212									NE
2384986	Lutjanus griseus (Linnaeus, 1758)	2384986	Lutjanus griseus (Linnaeus, 1758)	12	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Lutjanidae	8542	Lutjanus	2356953	Lutjanus griseus	2384986	LC
2480562	Buteo swainsoni Bonaparte, 1838	2480562	Buteo swainsoni Bonaparte, 1838	23	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteo	2480517	Buteo swainsoni	2480562	LC
2498265	Aythya marila (Linnaeus, 1761)	2498265	Aythya marila (Linnaeus, 1761)	17	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aythya	2498254	Aythya marila	2498265	LC
5228824	Dryocopus pileatus (Linnaeus, 1758)	5228824	Dryocopus pileatus (Linnaeus, 1758)	9393	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Dryocopus	2477865	Dryocopus pileatus	5228824	LC
6178041	Buteo lineatus extimus Bangs, 1920	6178041	Buteo lineatus extimus Bangs, 1920	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteo	2480517	Buteo lineatus	2480529	
6178083	Elanoides forficatus forficatus	6178083	Elanoides forficatus forficatus	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Elanoides	2480460	Elanoides forficatus	2480461	
2427099	Rana sphenocephala Cope, 1886	2427093	Lithobates sphenocephalus (Cope, 1886)	5	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Ranidae	6746	Lithobates	2427046	Lithobates sphenocephalus	2427093	LC
2480909	Botaurus Stephens, 1819	2480909	Botaurus Stephens, 1819	2	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Botaurus	2480909			NE
5201075	Hippocampus erectus Perry, 1810	5201075	Hippocampus erectus Perry, 1810	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Syngnathiformes	773	Syngnathidae	5901	Hippocampus	8156547	Hippocampus erectus	5201075	VU
9577769	Anas platyrhynchos f. domesticus	9577769	Anas platyrhynchos f. domesticus	4	FORM	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas platyrhynchos	9761484	
2412944	Harengula Valenciennes, 1847	2412944	Harengula Valenciennes, 1847	1	GENUS	ACCEPTED	Animalia	1	Chordata	44			Clupeiformes	538	Clupeidae	7332	Harengula	2412944			NE
2481240	Thalasseus sandvicensis (Latham, 1787)	2481240	Thalasseus sandvicensis (Latham, 1787)	1723	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Thalasseus	9109074	Thalasseus sandvicensis	2481240	LC
2480461	Elanoides forficatus (Linnaeus, 1758)	2480461	Elanoides forficatus (Linnaeus, 1758)	4109	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Elanoides	2480460	Elanoides forficatus	2480461	LC
2339954	Pterygoplichthys Gill, 1858	2339954	Pterygoplichthys Gill, 1858	10	GENUS	ACCEPTED	Animalia	1	Chordata	44			Siluriformes	708	Loricariidae	5158	Pterygoplichthys	2339954			NE
2412295	Menidia beryllina (Cope, 1867)	2412295	Menidia beryllina (Cope, 1867)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Atheriniformes	496	Atherinopsidae	2957	Menidia	2412291	Menidia beryllina	2412295	LC
6093202	Setophaga castanea (A.Wilson, 1810)	6093202	Setophaga castanea (A.Wilson, 1810)	204	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga castanea	6093202	LC
2412271	Labidesthes sicculus (Cope, 1865)	2412271	Labidesthes sicculus (Cope, 1865)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Atheriniformes	496	Atherinopsidae	2957	Labidesthes	2412270	Labidesthes sicculus	2412271	LC
2481756	Calidris fuscicollis (Vieillot, 1819)	2481756	Calidris fuscicollis (Vieillot, 1819)	94	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris fuscicollis	2481756	LC
2497035	Chordeiles minor (J.R.Forster, 1771)	2497035	Chordeiles minor (J.R.Forster, 1771)	978	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Caprimulgiformes	8510645	Caprimulgidae	5225	Chordeiles	2497027	Chordeiles minor	2497035	LC
2427138	Rana areolata Baird & Girard, 1852	2427133	Lithobates areolatus (Baird & Girard, 1852)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Ranidae	6746	Lithobates	2427046	Lithobates areolatus	2427133	NT
2481937	Mycteria americana Linnaeus, 1758	2481937	Mycteria americana Linnaeus, 1758	6897	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Ciconiiformes	839	Ciconiidae	9289	Mycteria	2481934	Mycteria americana	2481937	LC
2498154	Anas americana J.F.Gmelin, 1789	2498155	Mareca americana (J.F.Gmelin, 1789)	3	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Mareca	2498314	Mareca americana	2498155	LC
2477781	Picoides pubescens (Linnaeus, 1766)	9149595	Dryobates pubescens (Linnaeus, 1766)	27	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Dryobates	8399994	Dryobates pubescens	9149595	LC
2480989	Caracara plancus (J.F.Miller, 1777)	2480989	Caracara plancus (J.F.Miller, 1777)	212	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Caracara	2480984	Caracara plancus	2480989	LC
2368950	Hemiramphus brasiliensis (Linnaeus, 1758)	2368950	Hemiramphus brasiliensis (Linnaeus, 1758)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Beloniformes	498	Hemiramphidae	7191	Hemiramphus	2368949	Hemiramphus brasiliensis	2368950	LC
2441329	Crocodylus acutus (Cuvier, 1807)	2441329	Crocodylus acutus (Cuvier, 1807)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Crocodylia	11493978			Crocodylidae	5685	Crocodylus	2441321	Crocodylus acutus	2441329	VU
2472425	Aspidoscelis sexlineatus (Linnaeus, 1766)	2472425	Aspidoscelis sexlineatus (Linnaeus, 1766)	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Teiidae	5019	Aspidoscelis	2472006	Aspidoscelis sexlineatus	2472425	LC
5223349	Nerodia fasciata (Linnaeus, 1766)	5223349	Nerodia fasciata (Linnaeus, 1766)	20	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Nerodia	2454456	Nerodia fasciata	5223349	LC
2481720	Tringa melanoleuca (J.F.Gmelin, 1789)	2481720	Tringa melanoleuca (J.F.Gmelin, 1789)	1096	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa melanoleuca	2481720	LC
6177666	Sphyrapicus varius varius	2478605	Sphyrapicus varius (Linnaeus, 1766)	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Sphyrapicus	2478596	Sphyrapicus varius	2478605	
7341789	Setophaga discolor (Vieillot, 1809)	7341789	Setophaga discolor (Vieillot, 1809)	4190	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga discolor	7341789	LC
2417495	Ginglymostoma cirratum (Bonnaterre, 1788)	2417495	Ginglymostoma cirratum (Bonnaterre, 1788)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Elasmobranchii	121	Orectolobiformes	769	Ginglymostomatidae	2201	Ginglymostoma	2417509	Ginglymostoma cirratum	2417495	VU
2483647	Pyrocephalus rubinus (Boddaert, 1783)	2483647	Pyrocephalus rubinus (Boddaert, 1783)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Pyrocephalus	2483646	Pyrocephalus rubinus	2483647	LC
2480367	Elanus leucurus (Vieillot, 1818)	2480367	Elanus leucurus (Vieillot, 1818)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Elanus	2480366	Elanus leucurus	2480367	LC
2480553	Buteo brachyurus Vieillot, 1816	2480553	Buteo brachyurus Vieillot, 1816	1151	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteo	2480517	Buteo brachyurus	2480553	LC
