taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2480295	Charadrius semipalmatus Bonaparte, 1825	2480295	Charadrius semipalmatus Bonaparte, 1825	561	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius semipalmatus	2480295	LC
2480719	Ictinia mississippiensis (A.Wilson, 1811)	2480719	Ictinia mississippiensis (A.Wilson, 1811)	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Ictinia	2480718	Ictinia mississippiensis	2480719	LC
6157047	Deirochelys reticularia chrysea Schwartz, 1956	6157047	Deirochelys reticularia chrysea Schwartz, 1956	10	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114			Emydidae	5465	Deirochelys	2443153	Deirochelys reticularia	2443154	
10141445	BOLD:ADI3934	10141445	BOLD:ADI3934	1	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Dactyloidae	8345926	Anolis	8782549	Anolis equestris	8583926	
2489924	Dendroica pinus (Linnaeus, 1766)	7341816	Setophaga pinus (Linnaeus, 1766)	14	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga pinus	7341816	LC
2490363	Spiza americana (J.F.Gmelin, 1789)	2490363	Spiza americana (J.F.Gmelin, 1789)	19	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Spiza	2490362	Spiza americana	2490363	LC
6157550	Sistrurus miliarius barbouri Gloyd, 1935	6157550	Sistrurus miliarius barbouri Gloyd, 1935	7	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Viperidae	5024	Sistrurus	2444221	Sistrurus miliarius	2444222	
8958360	Dryobates pubescens pubescens	8958360	Dryobates pubescens pubescens	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Dryobates	8399994	Dryobates pubescens	9149595	
2482791	Empidonax minimus (W.M.Baird & S.F.Baird, 1843)	2482791	Empidonax minimus (W.M.Baird & S.F.Baird, 1843)	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Empidonax	2482766	Empidonax minimus	2482791	LC
5789285	Sternula antillarum R.Lesson, 1847	5789285	Sternula antillarum R.Lesson, 1847	1068	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Sternula	4849628	Sternula antillarum	5789285	LC
6171874	Sialia sialis grata Bangs, 1898	6171874	Sialia sialis grata Bangs, 1898	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Sialia	2490934	Sialia sialis	2490941	
2408197	Acanthostracion quadricornis (Linnaeus, 1758)	2408197	Acanthostracion quadricornis (Linnaeus, 1758)	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Tetraodontiformes	772	Ostraciidae	2220	Acanthostracion	2408180	Acanthostracion quadricornis	2408197	LC
6093345	Setophaga americana (Linnaeus, 1758)	6093345	Setophaga americana (Linnaeus, 1758)	3084	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga americana	6093345	LC
2444221	Sistrurus Garman, 1884	2444221	Sistrurus Garman, 1884	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Viperidae	5024	Sistrurus	2444221			NE
4284440	Cyprinodon variegatus Lacepède, 1803	4284440	Cyprinodon variegatus Lacepède, 1803	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cyprinodontiformes	547	Cyprinodontidae	7656	Cyprinodon	2346622	Cyprinodon variegatus	4284440	LC
5203123	Megalops atlanticus Valenciennes, 1847	5203123	Megalops atlanticus Valenciennes, 1847	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Elopiformes	1162	Megalopidae	7661	Megalops	2346650	Megalops atlanticus	5203123	VU
9740253	Accipiter striatus Vieillot, 1808	9740253	Accipiter striatus Vieillot, 1808	464	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Accipiter	9405810	Accipiter striatus	9740253	LC
2484184	Euphagus carolinus (Statius Muller, 1776)	2484184	Euphagus carolinus (Statius Muller, 1776)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Euphagus	2484182	Euphagus carolinus	2484184	VU
2498329	Bucephala albeola (Linnaeus, 1758)	2498329	Bucephala albeola (Linnaeus, 1758)	80	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Bucephala	2498324	Bucephala albeola	2498329	LC
7191373	Fulica americana americana	7191373	Fulica americana americana	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Fulica	2474376	Fulica americana	2474393	
2385548	Chaetodon capistratus Linnaeus, 1758	2385548	Chaetodon capistratus Linnaeus, 1758	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Chaetodontidae	8517	Chaetodon	2369550	Chaetodon capistratus	2385548	LC
2388373	Epinephelus morio (Valenciennes, 1828)	2388373	Epinephelus morio (Valenciennes, 1828)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Serranidae	8597	Epinephelus	2335319	Epinephelus morio	2388373	VU
2427093	Lithobates sphenocephalus (Cope, 1886)	2427093	Lithobates sphenocephalus (Cope, 1886)	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Ranidae	6746	Lithobates	2427046	Lithobates sphenocephalus	2427093	LC
2487408	Vireo philadelphicus (Cassin, 1851)	2487408	Vireo philadelphicus (Cassin, 1851)	57	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vireonidae	9358	Vireo	2487406	Vireo philadelphicus	2487408	LC
7059938	Haliaeetus leucocephalus leucocephalus	7059938	Haliaeetus leucocephalus leucocephalus	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Haliaeetus	2480444	Haliaeetus leucocephalus	2480446	
9042797	Leiothlypis celata celata	9042797	Leiothlypis celata celata	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Leiothlypis	7467942	Leiothlypis celata	8169649	
5229155	Pelecanus erythrorhynchos Gmelin, 1789	5229155	Pelecanus erythrorhynchos Gmelin, 1789	980	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Pelecanidae	9329	Pelecanus	10650925	Pelecanus erythrorhynchos	5229155	LC
2497415	Megascops asio (Linnaeus, 1758)	2497415	Megascops asio (Linnaeus, 1758)	543	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Megascops	2497318	Megascops asio	2497415	LC
5229158	Pelecanus occidentalis Linnaeus, 1766	5229158	Pelecanus occidentalis Linnaeus, 1766	9652	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Pelecanidae	9329	Pelecanus	10650925	Pelecanus occidentalis	5229158	LC
5229407	Arenaria interpres morinella (Linnaeus, 1766)	5229407	Arenaria interpres morinella (Linnaeus, 1766)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Arenaria	2481774	Arenaria interpres	2481776	
2358939	Erimyzon sucetta (Lacepède, 1803)	2358939	Erimyzon sucetta (Lacepède, 1803)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Cypriniformes	1153	Catostomidae	3384	Erimyzon	2358936	Erimyzon sucetta	2358939	LC
2439270	Rattus rattus (Linnaeus, 1758)	2439270	Rattus rattus (Linnaeus, 1758)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Muridae	5510	Rattus	2439223	Rattus rattus	2439270	LC
2493801	Thryothorus ludovicianus (Latham, 1790)	2493801	Thryothorus ludovicianus (Latham, 1790)	5574	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Troglodytidae	9355	Thryothorus	2493797	Thryothorus ludovicianus	2493801	LC
2390622	Oligoplites saurus (Bloch & Schneider, 1801)	2390622	Oligoplites saurus (Bloch & Schneider, 1801)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Carangidae	4253	Oligoplites	2390621	Oligoplites saurus	2390622	LC
2488517	Piranga olivacea (J.F.Gmelin, 1789)	2488517	Piranga olivacea (J.F.Gmelin, 1789)	266	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Piranga	2488483	Piranga olivacea	2488517	LC
2498338	Cygnus columbianus (Ord, 1815)	2498338	Cygnus columbianus (Ord, 1815)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Cygnus	8996942	Cygnus columbianus	2498338	LC
5222706	Regina alleni (Garman, 1874)	5222707	Liodytes alleni (Garman, 1874)	4	SPECIES	SYNONYM	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Liodytes	2456635	Liodytes alleni	5222707	LC
5228092	Colinus virginianus floridanus (Coues, 1872)	5228092	Colinus virginianus floridanus (Coues, 1872)	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Odontophoridae	9325	Colinus	2474271	Colinus virginianus	9791464	
2482593	Cyanocitta cristata (Linnaeus, 1758)	2482593	Cyanocitta cristata (Linnaeus, 1758)	26256	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Cyanocitta	2482592	Cyanocitta cristata	2482593	LC
5229687	Tyrannus forficatus (Gmelin, 1789)	5229687	Tyrannus forficatus (Gmelin, 1789)	40	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Tyrannus	2483336	Tyrannus forficatus	5229687	LC
6164820	Sylvilagus palustris paludicola (Miller & Bangs, 1894)	6164820	Sylvilagus palustris paludicola (Miller & Bangs, 1894)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Lagomorpha	785	Leporidae	9379	Sylvilagus	2436839	Sylvilagus palustris	2436840	
2394507	Lepomis gulosus (Cuvier, 1829)	2394507	Lepomis gulosus (Cuvier, 1829)	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Centrarchidae	8513	Lepomis	2394482	Lepomis gulosus	2394507	LC
2481134	Larus delawarensis Ord, 1815	2481134	Larus delawarensis Ord, 1815	3906	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus delawarensis	2481134	LC
5959942	Hemidactylus mabouia (Moreau De Jonnès, 1818)	5959942	Hemidactylus mabouia (Moreau De Jonnès, 1818)	74	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Gekkonidae	5666	Hemidactylus	5221394	Hemidactylus mabouia	5959942	LC
7341828	Setophaga caerulescens (J.F.Gmelin, 1789)	7341828	Setophaga caerulescens (J.F.Gmelin, 1789)	599	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga caerulescens	7341828	LC
10729360	Columba livia var. domestica J.F.Gmelin, 1789	10729360	Columba livia var. domestica J.F.Gmelin, 1789	9	VARIETY	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Columba	2495404	Columba livia	2495414	
5218786	Procyon lotor (Linnaeus, 1758)	5218786	Procyon lotor (Linnaeus, 1758)	45	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Procyonidae	5311	Procyon	2433592	Procyon lotor	5218786	LC
6170255	Pseudobranchus axanthus belli Schwartz, 1952	2432070	Pseudobranchus axanthus Netting & Goin, 1942	1	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Caudata	953	Sirenidae	2238	Pseudobranchus	2432069	Pseudobranchus axanthus	2432070	
6173494	Ammodramus savannarum pratensis (Vieillot, 1818)	6173494	Ammodramus savannarum pratensis (Vieillot, 1818)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Ammodramus	2491079	Ammodramus savannarum	2491123	
2334613	Scorpaena albifimbria Evermann & Marsh, 1900	2334613	Scorpaena albifimbria Evermann & Marsh, 1900	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Scorpaeniformes	590	Scorpaenidae	4508	Scorpaena	2333694	Scorpaena albifimbria	2334613	LC
2478259	Colaptes auratus (Linnaeus, 1758)	2478259	Colaptes auratus (Linnaeus, 1758)	3365	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Colaptes	11016979	Colaptes auratus	2478259	LC
7194127	Sylvilagus floridanus floridanus	2436886	Sylvilagus floridanus (J.A.Allen, 1890)	2	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Lagomorpha	785	Leporidae	9379	Sylvilagus	2436839	Sylvilagus floridanus	2436886	
9479809	Toxostoma rufum (Linnaeus, 1758)	9479809	Toxostoma rufum (Linnaeus, 1758)	5912	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Mimidae	9321	Toxostoma	2494943	Toxostoma rufum	9479809	LC
2408932	Ancylopsetta quadrocellatus Gill, 1864	2408930	Ancylopsetta ommata (Jordan & Gilbert, 1883)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44			Pleuronectiformes	588	Paralichthyidae	5082	Ancylopsetta	2408929	Ancylopsetta ommata	2408930	LC
2489166	Petrochelidon fulva (Vieillot, 1808)	2489166	Petrochelidon fulva (Vieillot, 1808)	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Petrochelidon	2489165	Petrochelidon fulva	2489166	LC
2490263	Anthus rubescens (Tunstall, 1771)	2490263	Anthus rubescens (Tunstall, 1771)	21	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Motacillidae	5257	Anthus	2490241	Anthus rubescens	2490263	LC
2470872	Varanus Merrem, 1820	2470872	Varanus Merrem, 1820	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Varanidae	5023	Varanus	2470872			NE
2482481	Corvus ossifragus A.Wilson, 1812	2482481	Corvus ossifragus A.Wilson, 1812	15679	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Corvus	2482468	Corvus ossifragus	2482481	LC
5229400	Calidris himantopus (Bonaparte, 1826)	5229400	Calidris himantopus (Bonaparte, 1826)	108	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris himantopus	5229400	LC
7707269	Elaphe guttata Linnaeus, 1766	2455615	Pantherophis guttatus (Linnaeus, 1766)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Pantherophis	2455614	Pantherophis guttatus	2455615	NE
2480803	Platalea ajaja Linnaeus, 1758	2480803	Platalea ajaja Linnaeus, 1758	1889	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Threskiornithidae	5288	Platalea	2480798	Platalea ajaja	2480803	LC
2497541	Strix varia Barton, 1799	2497541	Strix varia Barton, 1799	984	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Strix	2497486	Strix varia	2497541	LC
2487844	Poecile carolinensis (Audubon, 1834)	2487844	Poecile carolinensis (Audubon, 1834)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Paridae	9327	Poecile	2487782	Poecile carolinensis	2487844	LC
7341805	Setophaga coronata (Linnaeus, 1766)	7341805	Setophaga coronata (Linnaeus, 1766)	9303	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga coronata	7341805	LC
5786666	Hydrochoerus hydrochaeris (Linnaeus, 1766)	5786666	Hydrochoerus hydrochaeris (Linnaeus, 1766)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Caviidae	9432	Hydrochoerus	5429068	Hydrochoerus hydrochaeris	5786666	LC
6101217	Circus hudsonius (Linnaeus, 1766)	5229175	Circus cyaneus hudsonius (Linnaeus, 1766)	673	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Circus	2480481	Circus cyaneus	2480487	LC
2427567	Hyla squirella Daudin, 1800	10843277	Dryophytes squirellus (Daudin, 1800)	17	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Dryophytes	4816258	Dryophytes squirellus	10843277	NE
2428138	Pseudacris ocularis (Holbrook, 1838)	2428138	Pseudacris ocularis (Holbrook, 1838)	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Pseudacris	2428124	Pseudacris ocularis	2428138	LC
2498305	Oxyura jamaicensis (J.F.Gmelin, 1789)	2498305	Oxyura jamaicensis (J.F.Gmelin, 1789)	177	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Oxyura	2498299	Oxyura jamaicensis	2498305	LC
7341800	Setophaga dominica (Linnaeus, 1766)	7341800	Setophaga dominica (Linnaeus, 1766)	3403	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga dominica	7341800	LC
2488999	Gracula religiosa Linnaeus, 1758	2488999	Gracula religiosa Linnaeus, 1758	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sturnidae	9350	Gracula	2488998	Gracula religiosa	2488999	LC
2490494	Pheucticus ludovicianus (Linnaeus, 1766)	2490494	Pheucticus ludovicianus (Linnaeus, 1766)	408	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Pheucticus	2490486	Pheucticus ludovicianus	2490494	LC
8123721	Etropus crossotus Jordan & Gilbert, 1882	8123721	Etropus crossotus Jordan & Gilbert, 1882	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Pleuronectiformes	588	Paralichthyidae	5082	Etropus	2408946	Etropus crossotus	8123721	LC
2497052	Chordeiles acutipennis (Hermann, 1783)	2497052	Chordeiles acutipennis (Hermann, 1783)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Caprimulgiformes	8510645	Caprimulgidae	5225	Chordeiles	2497027	Chordeiles acutipennis	2497052	LC
5221821	Basiliscus vittatus Wiegmann, 1828	5221821	Basiliscus vittatus Wiegmann, 1828	119	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Corytophanidae	9454	Basiliscus	2448619	Basiliscus vittatus	5221821	LC
2481942	Coragyps atratus (Bechstein, 1793)	2481942	Coragyps atratus (Bechstein, 1793)	13047	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Cathartidae	3242141	Coragyps	2481941	Coragyps atratus	2481942	LC
2459658	Iguana iguana (Linnaeus, 1758)	2459658	Iguana iguana (Linnaeus, 1758)	90	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Iguanidae	6935	Iguana	2459675	Iguana iguana	2459658	LC
8894817	Caretta caretta (Linnaeus, 1758)	8894817	Caretta caretta (Linnaeus, 1758)	19	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114			Cheloniidae	9413	Caretta	2442177	Caretta caretta	8894817	VU
10850807	Centronyx henslowii (Audubon, 1829)	10850807	Centronyx henslowii (Audubon, 1829)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Centronyx	4852597	Centronyx henslowii	10850807	NE
2454456	Nerodia Baird & Girard, 1853	2454456	Nerodia Baird & Girard, 1853	26	GENUS	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Nerodia	2454456			NE
2498326	Bucephala clangula (Linnaeus, 1758)	2498326	Bucephala clangula (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Bucephala	2498324	Bucephala clangula	2498326	LC
8156547	Hippocampus Rafinesque, 1810	8156547	Hippocampus Rafinesque, 1810	2	GENUS	ACCEPTED	Animalia	1	Chordata	44			Syngnathiformes	773	Syngnathidae	5901	Hippocampus	8156547			NE
2442349	Kinosternon Spix, 1824	2442349	Kinosternon Spix, 1824	3	GENUS	ACCEPTED	Animalia	1	Chordata	44	Testudines	11418114			Kinosternidae	5466	Kinosternon	2442349			NE
8169649	Leiothlypis celata (Say, 1822)	8169649	Leiothlypis celata (Say, 1822)	337	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Leiothlypis	7467942	Leiothlypis celata	8169649	LC
2457738	Farancia abacura (Holbrook, 1836)	2457738	Farancia abacura (Holbrook, 1836)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Farancia	2457724	Farancia abacura	2457738	LC
2479886	Cacatua goffiniana C.S.Roselaar & Michaels, 2004	2479886	Cacatua goffiniana C.S.Roselaar & Michaels, 2004	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Cacatua	2479869	Cacatua goffiniana	2479886	NT
2480302	Charadrius wilsonia Ord, 1814	2480302	Charadrius wilsonia Ord, 1814	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius wilsonia	2480302	LC
6101173	Antrostomus carolinensis (J.F.Gmelin, 1789)	6101173	Antrostomus carolinensis (J.F.Gmelin, 1789)	871	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Caprimulgiformes	8510645	Caprimulgidae	5225	Antrostomus	4843144	Antrostomus carolinensis	6101173	NT
6164600	Puma concolor coryi (Bangs, 1899)	6164590	Puma concolor couguar (Kerr, 1792)	17	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Felidae	9703	Puma	2435098	Puma concolor	2435099	
8763701	Diadophis punctatus (Linnaeus, 1766)	8763701	Diadophis punctatus (Linnaeus, 1766)	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Colubridae	6172	Diadophis	2459508	Diadophis punctatus	8763701	LC
2391041	Decapterus punctatus (Cuvier, 1829)	2391041	Decapterus punctatus (Cuvier, 1829)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Carangidae	4253	Decapterus	2391033	Decapterus punctatus	2391041	LC
5229864	Icterus bullockii (Swainson, 1827)	5229864	Icterus bullockii (Swainson, 1827)	40	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Icterus	2484282	Icterus bullockii	5229864	LC
7060519	Mimus polyglottos polyglottos	7060519	Mimus polyglottos polyglottos	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Mimidae	9321	Mimus	2494919	Mimus polyglottos	5231677	
2440694	Kogia breviceps (Blainville, 1838)	2440694	Kogia breviceps (Blainville, 1838)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Cetacea	733	Kogiidae	5317	Kogia	2440690	Kogia breviceps	2440694	LC
2481765	Calidris canutus (Linnaeus, 1758)	2481765	Calidris canutus (Linnaeus, 1758)	330	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris canutus	2481765	NT
6178146	Larus fuscus graellsii A.E.Brehm, 1857	6178146	Larus fuscus graellsii A.E.Brehm, 1857	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus fuscus	2481174	
2480975	Sula leucogaster (Boddaert, 1783)	2480975	Sula leucogaster (Boddaert, 1783)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Suliformes	7192775	Sulidae	9351	Sula	2480966	Sula leucogaster	2480975	LC
5201554	Prionotus tribulus Cuvier, 1829	5201554	Prionotus tribulus Cuvier, 1829	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Scorpaeniformes	590	Triglidae	8635	Prionotus	2336541	Prionotus tribulus	5201554	LC
5228542	Cynanthus latirostris Swainson, 1827	5228542	Cynanthus latirostris Swainson, 1827	73	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Cynanthus	5228541	Cynanthus latirostris	5228542	LC
6172874	Sturnus vulgaris vulgaris	6172874	Sturnus vulgaris vulgaris	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sturnidae	9350	Sturnus	2489099	Sturnus vulgaris	9809229	
2483494	Myiodynastes luteiventris P.L.Sclater, 1859	2483494	Myiodynastes luteiventris P.L.Sclater, 1859	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiodynastes	2483488	Myiodynastes luteiventris	2483494	LC
2492196	Melospiza melodia (A.Wilson, 1810)	2492196	Melospiza melodia (A.Wilson, 1810)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Melospiza	2492191	Melospiza melodia	2492196	LC
2464899	Boa constrictor Linnaeus, 1758	2464899	Boa constrictor Linnaeus, 1758	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Boidae	2464897	Boa	2444141	Boa constrictor	2464899	LC
2347676	Fundulus Lacepède, 1803	2347676	Fundulus Lacepède, 1803	1	GENUS	ACCEPTED	Animalia	1	Chordata	44			Cyprinodontiformes	547	Fundulidae	3695	Fundulus	2347676			NE
2481748	Calidris alba (Pallas, 1764)	2481748	Calidris alba (Pallas, 1764)	2554	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris alba	2481748	LC
2489160	Riparia riparia (Linnaeus, 1758)	2489160	Riparia riparia (Linnaeus, 1758)	60	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Riparia	2489158	Riparia riparia	2489160	LC
